date,DJIA,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM
1/31/17,0.00513547,0.047746463,0.035444886,0.049717575,0.040044612,0.025274208,-0.053950667,0.061696283,-0.042305508,0.026103579,0.051388545,0.015164062,-0.017012346,-0.013810873,0.002653306,0.006983157,-0.021000333,0.052998263,0.040392662,0.040723904,-0.023091263,0.05011566,-0.037902179,0.012872009,0.000456109,0.060112575,-0.07205834,-0.009908212,-0.034433112,-0.070573961
2/28/17,0.047731882,0.133778129,0.048180084,0.112350293,0.010453605,0.112630121,0.019998578,-0.005061028,0.084547274,0.05327851,0.038516198,-0.009820119,0.086257442,0.070778964,0.009381789,0.049111305,0.072895561,0.062590629,-0.004363744,0.080529318,0.08627832,0.039611779,0.037867184,0.0202344,0.032367734,0.065257128,0.012650529,0.058952489,0.062781126,-0.021771053
3/31/17,-0.007160187,0.048689528,-0.01186594,-0.018698078,-0.040347636,-0.011117516,-0.0456001,0.029975563,-0.073933609,0.019415778,-0.031587374,-0.003591168,0.019147367,-0.030677746,0.020366667,0.015354501,0.026723729,-0.028411584,0.02938421,-0.021979536,0.002637706,-0.013396257,-0.008468072,-0.004587377,-0.003020852,0.010575249,-0.017731473,-0.038550461,0.023685345,0.008484834
4/28/17,0.01341945,-6.97E-05,0.005882548,0.045063806,0.111571933,0.016769005,-0.006240168,0.019490183,-0.025770426,0.063134275,-0.079533701,0.002217995,-0.008671173,0.001865242,0.016729569,0.079623464,0.023519591,-0.019043028,0.039477749,-0.005742022,-0.008477002,-0.020608522,0.009291608,0.066276275,0.06042245,0.026443137,-0.047029344,0.042022878,0.043007758,-0.004389729
5/31/17,0.00325401,0.067807328,-0.029148068,0.02292042,0.030999411,-0.074552394,-0.020312486,-0.066262923,-0.052854406,-0.010908902,-0.038486116,0.006324594,0.045602058,-0.055747073,0.053766123,0.078324702,0.050356096,0.044601351,0.026005051,-0.043674414,-0.028124079,0.008702508,0.026220551,0.001715436,0.024816693,0.045812235,0.01590075,-0.059634895,0.05248731,-0.004774254
6/30/17,0.016230479,-0.057213894,0.09487895,0.05393593,0.01925443,-0.007294757,0.00821404,-0.015656844,0.050364639,-0.000716577,0.007861953,-0.065632813,0.031500903,0.112599057,-0.005518254,0.021407414,0.018193276,-0.008428211,-0.013029727,0.117212674,0.028790271,-0.01067066,0.019373835,0.062825277,0.006843725,-0.015226498,-0.042453047,-0.033448669,-0.037150223,0.002857126
7/31/17,0.025362887,0.032703759,0.015571061,0.226093642,0.068048834,0.014179993,0.046583063,0.042332064,0.015457351,-0.024771715,-0.059546257,0.051274496,0.003250428,0.009900901,0.022073734,0.012927591,-0.03371922,-0.003276556,0.054693165,0.000847423,-0.01280153,0.050282141,0.012328962,0.034462315,-0.028990163,0.06163371,0.097944699,0.030136681,0.05695035,-0.008546957
8/31/17,0.002602903,0.10699934,0.010207624,-0.005652904,0.031066239,0.024165366,-0.004475759,-0.079414115,-0.003665147,0.007729061,-0.000890294,-0.003854967,0.003707254,-0.009912816,-0.006326399,0.037250763,0.021500297,-0.00031308,0.033952898,-0.102599929,0.032910995,0.015965573,-0.053946517,0.036963764,0.015831036,0.041449112,-0.008884353,0.01529482,-0.017863883,-0.037108229
9/29/17,0.020821403,-0.060243937,0.05063863,0.060711061,0.061452084,0.044085776,0.091804603,-0.025988151,0.060114378,0.091345738,0.014332738,0.085828458,-0.017828807,0.05083054,-0.003992407,-0.020566544,0.027309965,0.009914159,-0.003744935,-0.018178366,0.052476431,-0.013980582,0.017279355,-0.011597646,-0.030404243,0.016615385,0.031686563,-0.052515231,0.000896649,0.074020672
10/31/17,0.043389712,0.096807705,0.060013018,0.014830406,0.095421203,0.024237191,-0.013702264,-0.007710272,0.022302754,0.013572853,0.061896782,0.194590237,0.072302277,0.059555333,0.021550686,0.065292286,0.09666509,-0.139621861,0.116659967,0.060559343,-0.017927075,-0.043893227,0.081048169,0.073372508,0.031702096,0.045039888,-0.021129768,-0.141802813,0.117353357,0.016711389
11/30/17,0.03828978,0.020278048,0.02292714,0.078719005,0.039396209,0.092239896,0.036361091,0.071669473,0.024489501,0.090185715,0.009405189,-0.008447454,0.005546282,0.038862864,0.003593931,0.036458149,0.061586438,0.003267416,0.016983738,0.098745053,0.043677346,0.042274768,0.023556035,0.08905143,0.020185697,0.025545453,0.063087392,0.10428476,0.113618255,0.008528217
12/29/17,0.018410706,-0.01524586,0.01637487,0.06542653,0.116401147,0.026809575,0.052105258,0.033913986,0.028751468,0.053998421,-0.003572053,0.029438043,0.00279917,0.023153588,0.00240334,0.000872207,-0.031956918,0.026752932,0.016276839,0.038691557,-0.001103049,0.021002372,0.005912594,-0.03379055,0.050391177,0.012700899,0.040086612,-0.001924259,0.020985657,0.004202134
1/31/18,0.057856594,-0.010636365,0.004437715,0.201620785,0.037793711,0.092685391,0.001278195,0.010789696,0.051538916,0.059990436,0.067005539,0.042894282,-0.010950451,0.087269126,0.037271225,-0.005693661,0.064281805,0.052958948,0.110708175,0.090647569,0.022639402,-0.053136515,0.105278611,0.074027083,0.081837471,0.089545753,0.033172899,0.036353697,0.079493565,0.043759106
2/28/18,-0.042838146,0.068185071,-0.019014009,0.02716916,-0.050067486,0.077997024,-0.098251988,-0.050703925,-0.015760128,-0.092732627,-0.038703263,0.030835092,-0.054116155,-0.001469754,-0.091826091,-0.072467616,-0.054296601,-0.084894423,-0.008415039,-0.017443701,-0.010626766,-0.090572084,-0.072838633,-0.044851793,-0.018270156,-0.008661083,-0.117070335,-0.079246808,-0.155628452,-0.123545284
3/29/18,-0.037000378,-0.058050865,-0.043380246,-0.094779113,-0.046886098,-0.042206403,0.018942107,-0.026366853,-0.042102462,-0.016533232,-0.015401395,0.056603866,-0.013320132,-0.04787881,0.013729175,-0.008621808,-0.067895231,0.013395749,-0.026661057,-0.005803716,-0.022583271,0.009679157,0.004198792,-0.050634411,-0.066201543,-0.027004907,0.001675788,-0.049644238,-0.00566117,-0.014919591
4/30/18,0.002491007,-0.015019674,0.062615034,0.017323337,-0.015559578,0.04094314,0.097071227,-0.001095145,-0.05372035,0.036804391,-0.055204249,-0.008832667,-0.012953469,-0.00580499,-0.005065548,0.070725351,-0.114476901,0.080778387,0.024652066,0.029349887,0.031558208,-0.079091993,-0.052282868,0.104672881,-0.045064365,0.060691935,0.044979958,0.014968517,-0.005732293,0.042085577
5/31/18,0.010457637,0.135123863,-0.00455685,0.061028667,0.052299728,-0.035674106,0.002189312,-0.008571741,-0.048886966,0.015121441,-0.014358064,0.075524621,-0.047298867,-0.016271307,-0.004859944,-0.044374132,0.021548899,0.011211253,0.061467286,0.049861043,-0.008993787,0.011473656,-0.02340416,0.021616001,0.044728791,0.0319206,-0.034042414,-0.055350795,-0.061044569,0.055478293
6/29/18,-0.005915409,-0.009418238,-0.00305189,-0.047279665,-0.106905366,0.007492403,0.017135941,0.053684533,-0.023507998,0.045832301,-0.011393315,-0.0994564,0.014378741,-0.026259285,0.029084215,-0.014528282,-0.002585773,0.02753405,-0.002326927,0.11284907,0.00974096,0.066830767,-0.042359508,0.019451918,0.001682442,0.013234114,0.05538077,-0.037986772,0.037678732,0.018340878
7/31/18,0.047124551,0.027983342,0.019155866,0.061965405,0.066423853,-0.00953708,-0.001265602,0.092193758,0.076438209,0.01240385,0.037437435,-0.032388101,0.092137896,0.109161911,0.063155377,0.005424518,0.079300689,0.085173115,0.075752907,-0.03476409,0.100606812,0.045532042,0.063756623,0.032118647,0.085659575,0.032389817,0.038336202,0.126624566,0.041798097,-0.014746755
8/31/18,0.021626078,0.200422171,0.064911741,-0.033163571,-0.034422987,0.129581398,-0.052857206,-0.013561192,0.004917526,0.02166414,0.021613861,0.012984052,0.02314825,-0.00321883,-0.044177522,0.03619887,6.47E-05,0.041293375,0.062992835,0.071414151,0.048673496,0.025593511,0.011218668,0.060184699,-0.024580348,0.075843215,0.052865952,0.020349591,0.080541905,-0.006294783
9/28/18,0.01900611,-0.008302928,0.004812152,0.084920675,0.098235481,0.018421652,0.032247253,0.043920828,-0.057062333,0.031777645,0.032291368,-0.023539144,0.025837061,-0.01518581,0.045162466,0.03119032,-0.000995642,0.041318396,0.018160717,0.03065711,0.061416151,0.003375481,-0.008603367,-0.00567057,0.061579332,0.021784815,-0.018024614,0.063302376,-0.020342035,0.060496301
10/31/18,-0.05074212,-0.030477489,-0.031826691,-0.045818837,-0.199336398,-0.053251615,-0.086931622,-0.01804345,0.005039101,-0.150953309,-0.236624664,-0.008669939,0.013172184,-0.027087686,0.036588015,0.057445026,-0.09705285,0.037637411,-0.066101278,-0.114258832,-0.022918049,0.074898807,-0.035309709,-0.01762892,-0.111579982,-0.081550957,0.081140482,0.094238673,0.067830652,-0.062808713
11/30/18,0.016830117,-0.181197627,0.092864668,-0.01831332,0.118282347,0.046338715,0.075704572,0.005747612,-0.150453778,0.03137715,0.090294803,0.05845401,0.056043136,0.019904724,0.060955383,0.07220212,0.100283217,0.077842535,0.042683894,0.004037545,0.08190305,0.065741977,0.041876594,0.080004024,-0.013454751,0.029847249,0.056227001,0.067159052,-0.026226463,0.007855294
12/31/18,-0.086575303,-0.116698275,-0.150975261,-0.069962017,-0.063389227,-0.094840174,-0.085337193,-0.04320262,-0.123970851,-0.047138326,-0.085298179,-0.048266174,-0.121511196,-0.122043249,-0.060515924,-0.058034001,-0.083589847,-0.030178533,-0.084047343,-0.013045915,-0.055807997,-0.027404541,-0.07578599,-0.114586308,-0.126066904,-0.068943683,-0.067661688,-0.19298451,-0.04087744,-0.142264063
1/31/19,0.07168414,0.055153815,0.081832901,0.195720809,0.054668084,0.099842185,0.053865198,0.017054242,0.185333742,0.068152551,0.182546001,0.004048674,0.031228262,0.068843555,0.016473053,0.006814183,0.05122284,-0.025912804,0.028157951,0.104397062,-0.01899794,0.057802684,0.048350742,0.084617918,0.108846663,0.023268075,-0.010420457,0.057514977,0.028770779,0.074644156
2/28/19,0.036653687,0.044776641,0.049074968,0.146647728,0.03139069,0.094734654,0.053485113,0.011836435,-0.002604255,0.008772517,0.039573008,0.131063016,0.03356045,0.008309122,-0.057967967,0.034849806,0.042555452,0.092167189,0.077357546,0.047020009,0.021201512,0.021561118,0.058706546,-0.103552897,0.070693596,0.099018806,0.033781332,-0.008786139,0.032975113,0.090439536
3/29/19,0.000489261,0.097025709,0.014479365,-0.133057447,-0.013470255,0.042881955,0.030105414,-0.016040414,-0.023944974,0.04417671,0.021501494,0.013973026,0.023053094,-0.029992212,0.042546999,0.032963346,0.001880406,0.030069888,0.052753761,-0.015202904,-0.020299877,0.05580927,0.038055298,0.024703761,0.025622712,0.054482808,0.038826462,-0.111251633,-0.009447659,0.0223966
4/30/19,0.025617597,0.056435895,0.076349495,-0.00977933,0.035243126,0.042864284,-0.025328861,0.23363054,0.072555727,0.061545724,-0.005882415,-0.049534564,0.010086654,0.15517132,0.046948372,0.040389862,-0.087929414,-0.053625008,0.107342732,0.042987876,-0.043795612,0.030577504,0.04804608,-0.057388998,0.106447274,0.052756179,-0.022852607,-0.153311126,0.054444806,-0.006435682
5/31/19,-0.066855078,-0.124212882,-0.021496191,-0.090331787,-0.140654133,-0.070062645,-0.042394253,-0.035993329,-0.109787603,-0.06799208,-0.08392067,-0.131863044,-0.064820127,-0.086945229,0.001426753,0.009419894,-0.149824075,0.006352362,-0.049480772,-0.119267843,0.031476259,-0.033527423,0.012660914,0.037456606,-0.109482503,-0.017343735,-0.049659014,-0.071177764,-0.008373508,-0.108355848
6/28/19,0.071929037,0.130519092,0.076104933,0.065571774,0.13755111,0.051893254,0.093017206,0.05755831,0.12115718,0.10312745,0.085912269,0.086966384,0.061990057,0.055115132,0.04452476,0.0473597,0.085070336,0.065648368,0.083117827,0.088281092,0.043352485,0.065494064,0.032818674,0.013608594,0.030878743,0.075745246,0.051150084,0.108025943,0.089215259,0.08280353
7/31/19,0.009936428,0.076394617,0.010684773,-0.062718053,-0.026464529,0.018630012,-0.010687922,0.030475878,0.075904243,0.027504021,0.074981976,0.05598489,-0.065048824,0.044912609,0.033582091,0.014735592,0.007961324,-0.010256228,0.017243903,0.024776556,-0.103416442,0.083486783,-0.01939545,0.020491045,0.026113776,0.025641059,-0.022382672,-0.003292432,-0.000995544,-0.029622903
8/30/19,-0.017159977,-0.016461262,-0.032162073,0.073808392,-0.096225398,-0.155054146,-0.033952189,-0.04020701,-0.067870111,0.066544908,-0.074966944,-0.055784392,-0.006897257,-0.052930992,0.045791351,0.039875418,-0.065935202,0.04193266,0.01503685,-0.015247046,-0.076143496,0.018553062,0.002318907,-0.060278759,-0.01935095,0.017308456,0.052288789,-0.051960166,0.040246802,-0.067623968
9/30/19,0.019450265,0.072961536,-0.017363118,0.044988832,0.061428575,0.055543667,0.007475346,-0.050560963,0.016281633,0.024250218,0.072972757,0.086901512,0.007946383,0.071272519,-0.003669527,-0.014956208,0.016571826,-0.020013397,0.00848676,0.11147932,0.010689229,0.034517119,0.017229374,-0.066902405,0.048218586,-0.048722566,0.037826702,0.080484561,0.038683662,0.031103933
10/31/19,0.004807416,0.110684449,-0.004662272,-0.106604942,0.099541953,-0.031170994,-0.02074198,-0.003069339,0.029677248,0.011033531,-0.080387836,0.097030879,0.020559552,0.069935355,-0.000183734,-0.083880587,0.003588873,0.029460714,0.031216225,-0.046528934,0.067909827,0.007438891,-0.118568771,0.162801416,0.051714086,0.039823381,0.012246581,-0.009582372,-0.011964892,-0.043053452
11/29/19,0.037165241,0.077554175,0.024215635,0.083572,0.050290167,-0.04630594,0.018461591,0.166718005,0.043200056,-0.059979589,0.017258591,0.032540024,0.048489701,0.054755009,-0.01159501,-0.004949962,0.037879763,0.006000414,0.059462387,0.04672185,0.013611592,-0.019677135,0.043186336,0.107518702,0.038297811,0.0333168,-0.003803538,0.096093094,0.015606295,0.020447438
12/31/19,0.017362025,0.098783792,0.036380212,-0.110382797,0.020382828,0.058485985,0.028856886,-0.040133833,0.038762089,-0.003325348,-0.003049566,0.031007698,0.060949788,0.0579842,0.036516794,0.016094279,0.03917062,0.050397337,0.041749216,0.083645304,0.017133897,0.02326723,0.007770944,0.054454712,0.00957267,0.018372926,0.019256304,-0.010738243,0.002376742,0.02421854
1/31/20,-0.009895781,0.054009983,0.046832155,-0.022992508,-0.104338065,-0.034446544,-0.110945152,-0.043697758,0.034010352,0.044509616,0.072291957,0.068170481,0.020566236,-0.044406452,0.055103942,0.082789311,-0.100668861,-0.060582705,0.07945463,-0.049452115,-0.039805748,0.003685342,-0.038919262,-0.073236242,0.002938008,0.058914375,-0.021847072,-0.13755089,-0.036603812,-0.109773626
2/12/20,0.045844751,0.059663801,0.025949104,0.091683269,0.062733077,0.086143113,0.045734555,0.025594737,0.003785491,0.059140652,0.091851175,0.060413183,0.014912337,0.042611053,0.017294481,0.016310679,0.03239632,-0.025632042,0.085061448,0.069574187,0.013426422,-0.009388589,0.03107435,0.113892372,0.033155749,0.042569218,-0.020356646,0.071189815,0.011878724,0.000476823